Stock,Price,Volume,Value
GOOGL,2695.8034273883777,63886,172224097.7621339
TSLA,1654.7555853214535,47871,79214804.6249233
MSFT,1552.3185809370225,60848,94455481.01285595
AAPL,2962.1743860116258,95675,283406034.3816623
META,1562.6137635454868,46536,72717794.10035278
AMZN,2281.8913745934574,50909,116168807.98917831
AAPL,2853.2372437749987,17132,48881660.46035328
AAPL,118.69836434058712,18879,2240906.420385944
MSFT,308.2262509170215,14745,4544796.069771482
GOOGL,1621.1035768036054,21180,34334973.75670036
AAPL,112.35892885016573,11911,1338307.2015343239
AMZN,1992.6440872708977,85473,170317268.07130542
AMZN,2667.7533302137986,97055,258918799.4639002
GOOGL,2771.408913868664,17399,48219743.69240089
GOOGL,137.85238809195374,47457,6542060.781679849
MSFT,2655.586840850063,92012,244345856.40029597
TSLA,2074.102317678982,99372,206107695.51239583
AMZN,2252.63939301908,83592,188302632.14125097
AAPL,1703.6892802019863,21867,37254573.490176834
MSFT,691.9179556399092,71567,49518492.33128139
GOOGL,2096.5209471521584,26781,56146927.48568196
AAPL,1076.4056706043975,52655,56678140.585674554
TSLA,1805.276437851892,15902,28707505.91472079
META,1110.258677036905,87936,97631707.02391729
GOOGL,1674.9298337349564,87843,147130861.38477978
TSLA,455.76593574945184,34786,15854273.840980431
TSLA,284.8492403315177,21449,6109731.355870724
AMZN,256.98527060856964,22067,5670893.966519306
META,2942.216879053139,15340,45133606.92467515
AMZN,2224.2046695404024,2085,4637466.735991739
TSLA,2756.1309204853583,54591,150459943.0802162
META,1010.8169753434446,92292,93290320.2883972
AMZN,1717.6115026709538,33402,57371659.412215196
META,1636.4811716354702,3498,5724411.138380875
META,343.8347590342884,83742,28793410.39104938
GOOGL,650.8405743998627,80874,52636080.6140145
TSLA,1871.87728393666,51020,95503179.0264484
TSLA,1878.6986776805725,14427,27103985.82289762
MSFT,1123.4148557471094,74129,83277619.84167747
MSFT,2970.3624899765123,99404,295265912.9536252
MSFT,1764.1308025219937,82277,145147390.03910208
MSFT,2010.6909983210776,67268,135255162.07506225
AAPL,2512.518009855812,78866,198152245.36528847
MSFT,1328.5281946098323,38129,50655451.5322783
GOOGL,830.0079485289014,45845,38051714.400307484
AAPL,1391.257118002247,38513,53581485.385620534
GOOGL,1382.5721950845511,94422,130545231.80427349
MSFT,1640.0126590758691,73829,121080494.60691234
TSLA,1455.226998456249,99108,144224637.36300194
AAPL,2181.627680463106,28016,61120481.09585438
TSLA,1944.380740390675,32865,63902073.03293954
GOOGL,499.33884504979295,20389,10181019.711720228
GOOGL,740.6298791136858,4815,3566132.867932397
AAPL,2217.6650166764757,82156,182194487.11007255
META,1356.823139094009,74484,101061614.69227818
GOOGL,1602.3090118603625,86040,137862667.3804656
META,516.5091653874304,39430,20365956.391226377
AAPL,509.315173143615,38622,19670770.6171527
GOOGL,807.33962759186,24998,20181876.010541316
TSLA,2953.114912953968,13588,40126925.43721852
AMZN,2178.8217168455444,14121,30767141.463575933
MSFT,892.871706722854,11952,10671602.638751552
MSFT,1969.6677933967983,25049,49338208.5567964
AMZN,2095.6533071227145,80803,169335074.1754367
AMZN,2693.3281441220533,98386,264985782.78759235
AAPL,1380.5294454034736,66371,91627119.82087395
GOOGL,859.0289128392471,40418,34720230.59913669
TSLA,952.6255421916284,41859,39875952.57059937
MSFT,646.4152748690759,72200,46671182.84554728
AMZN,2747.3325337236006,58303,160177728.7136871
META,1984.4956164820344,41498,82352599.09277147
META,2632.8930424889845,49869,131299743.13588317
AMZN,2695.260522739091,70775,190757063.49685916
AMZN,2046.1223819700533,22646,46336487.46209383
GOOGL,2512.870627791888,74810,187987851.66511115
META,544.846931461669,25529,13909397.313284948
TSLA,1644.6295954636507,32200,52957072.973929554
AMZN,1743.677182031795,61973,108060906.00205642
TSLA,306.34034443801124,24838,7608881.475151324
MSFT,1082.1306324194993,18369,19877657.586913783
AAPL,2846.3919473824494,37875,107807095.00711027
AAPL,1277.17220038075,88623,113186831.91434321
MSFT,586.2688732671038,81705,47901098.29028872
AAPL,460.81169276216417,9658,4450519.328696982
AMZN,496.6453631064948,5658,2810019.4644565475
META,2143.976700321836,69518,149044972.25297338
GOOGL,532.0920213119209,40072,21321991.478011295
AAPL,2611.569804649117,26627,69538269.18839204
MSFT,1641.0339259220991,57174,93824473.6806701
GOOGL,1657.5535806471323,35426,58720493.14800531
MSFT,975.6507331238698,59323,57878528.44110733
AMZN,2473.4273374361605,84588,209222271.61904994
MSFT,567.2697107671627,58784,33346382.67773689
META,2399.310070334217,20244,48571633.06384589
AMZN,2961.7369267992253,99152,293662139.7659968
AAPL,1495.9899330787894,80948,121097393.10286184
GOOGL,1470.065220248559,90639,133245241.49810913
TSLA,2941.119316340319,40918,120344720.18601318
META,605.668144286092,45648,27647539.450371526
GOOGL,1782.4370838041596,80075,142728649.48561808
TSLA,1670.783742957894,33515,55996317.14523382
AAPL,1307.4168022496408,75756,99044667.27122378
MSFT,752.5223105334027,4820,3627157.536771001
META,745.7421642898855,69647,51938704.51629765
META,2037.338795098378,6677,13603311.134871868
AMZN,1494.6606714587924,4887,7304406.701419119
AMZN,223.7283110136676,57310,12821869.50419329
AMZN,1279.4988607235248,20098,25715368.102821402
AAPL,1971.4285326567008,26795,52824427.5325363
AAPL,2188.191702223905,45567,99709331.29523668
META,1276.094431703499,26468,33775667.41832821
TSLA,1676.9560339267289,17355,29103571.96879838
GOOGL,1377.3300841321366,3003,4136122.242648806
GOOGL,191.0868395683364,18438,3523259.1479609865
MSFT,1591.290609705769,68261,108623088.3091255
TSLA,1706.341030694971,14423,24610556.685713567
AAPL,1618.8448060391631,3694,5980012.713508668
AAPL,2615.840198532335,82389,215516458.11688054
AMZN,2356.7302553708264,56008,131995748.14280924
TSLA,1238.565560468945,76487,94734164.0235882
TSLA,1375.6356907850457,73512,101125730.90099028
AAPL,1310.0182656564457,80165,105017614.26634897
TSLA,1210.1215059757697,21785,26362497.00768214
AMZN,2354.7526464023244,60260,141897394.47220406
AMZN,2688.211680467424,99737,268114168.37477943
META,2818.4836847732367,98463,277516359.0538272
AAPL,1491.218067614772,3309,4934440.585737281
AAPL,1069.8758575824147,20770,22221321.56198675
TSLA,2683.4212062564607,71929,193015803.94482097
META,2502.3370788123,57505,143896893.71710134
TSLA,1317.8756302745182,64337,84788164.42497168
META,723.5549783079716,33576,24294081.951668456
META,1390.820968409597,21994,30589716.37920068
META,2587.6994984995845,29824,77175549.8432516
GOOGL,2811.0795652765,66368,186565728.58827075
TSLA,1895.6318228972707,81361,154230500.74274483
TSLA,2828.9852020256185,75039,212284220.57480037
MSFT,1609.3528277919015,39840,64116616.65922935
META,2857.362173163524,85471,244221602.30245957
AAPL,2265.2428677990606,75970,172090500.66669464
TSLA,2060.9438946065748,34523,71149966.07350278
MSFT,1503.0161336617691,32456,48781891.63412638
TSLA,1582.0637570295023,72534,114753412.55237792
AAPL,368.2860656114781,6784,2498452.6691082674
GOOGL,1554.9836793331751,45881,71344206.1914854
META,253.6730971295014,59798,15169143.862149924
META,1220.7691071379604,84957,103712881.0351197
AMZN,2899.866489595581,75258,218238152.27398422
AAPL,2844.453621867315,40055,113934589.8238953
AAPL,2780.949794676516,88363,245733066.70700097
MSFT,548.2225865644762,48813,26760389.117971774
MSFT,1592.265267715736,72114,114824617.51605259
MSFT,847.4057433546477,4939,4185336.966428605
GOOGL,1700.0647174775618,60617,103052822.97933736
MSFT,469.08842660963376,64106,30071382.67623718
AAPL,1826.4342206176436,59225,108170566.71607995
MSFT,1242.1211914820992,37000,45958484.08483767
TSLA,1424.2720253831817,94429,134492583.08490846
TSLA,2211.276272303948,95744,211716435.41546923
AMZN,2479.9565474329293,19308,47883001.017835
TSLA,1695.3451400793865,68077,115414011.1011844
AMZN,2822.197553156517,92905,262196263.67600623
TSLA,836.0359797436053,9925,8297657.098955282
GOOGL,2993.11131315797,51170,153157505.89429334
AMZN,2109.4620745504867,3011,6351590.306471515
TSLA,370.0361175676987,57501,21277446.79626024
AMZN,421.4291924586173,7881,3321283.465766363
META,596.3538611085105,7034,4194753.059037263
AMZN,2586.8837042600226,72895,188570887.62203434
TSLA,2386.0327594401174,94823,226250784.34839025
AAPL,1765.9276479760586,38905,68703415.14450856
MSFT,661.1467193528723,52066,34423265.08982665
AMZN,2112.9456828418497,2637,5571837.765653958
META,2542.854991774499,70696,179769676.49848998
AMZN,1572.2083103357147,84259,132472700.02057698
AMZN,2115.7730945410585,6066,12834279.591486061
MSFT,427.50423517690047,18962,8106335.307424387
META,2233.05601041923,41797,93335042.06749256
AMZN,2960.4411831905786,35073,103831553.61804317
AMZN,824.597273127619,14377,11855234.995755779
TSLA,2232.57648537088,37091,82808494.41889131
AAPL,2813.6848759468958,36014,101332047.1223515
META,821.6554422852524,94341,77515796.080633
GOOGL,1793.1346541059838,78487,140737759.59681636
GOOGL,2409.60883931912,23939,57683626.00446041
META,501.22347809290005,65229,32694306.252521776
MSFT,539.1895608016014,55681,30022613.934993967
META,989.9504723037544,89924,89020306.27144282
META,1863.2227453130915,14442,26908662.88781167
GOOGL,1843.556983185645,93034,171513480.37369332
AAPL,999.5381481771196,10167,10162304.352516776
GOOGL,2434.4934677527,77059,187599632.1315553
AAPL,837.0893150345044,19758,16539210.686451737
AAPL,487.3675389500519,29385,14321295.132047275
TSLA,1248.1013405549668,86065,107417841.87486322
GOOGL,2402.53560244561,19601,47092100.3435364
AMZN,1802.0344702450811,1192,2148025.0885321368
META,1531.4693514093626,96221,147359512.4619603
MSFT,1875.6909296657984,62085,116452271.3683011
AMZN,2663.8226721772544,1077,2868937.017934903
GOOGL,1523.0549011095643,95197,144990257.4209272
GOOGL,485.8243655388165,45241,21979180.121341597
AMZN,1792.7241798919663,87938,157648578.93133974
TSLA,1834.100702116712,84520,155018191.3429045
GOOGL,928.1128012636028,71786,66625505.55150899
TSLA,663.3708107083297,53204,35293980.61292598
META,1228.8477098502433,55684,68427155.87530094
META,1626.5152256314616,55592,90421234.42330422
MSFT,1825.153924747047,6767,12350816.608763268
GOOGL,1214.0344232766165,72124,87561018.74440269
AMZN,687.2004509607317,49000,33672822.09707585
TSLA,2619.716349353047,34813,91200185.27002762
MSFT,1361.1221081592594,54228,73810929.68126032
AAPL,2556.2700411372757,29834,76263760.40728949
MSFT,2551.6515596691297,95781,244399738.03666893
TSLA,1726.5369296892334,15042,25970568.496385448
GOOGL,2354.8437833057656,20603,48516846.46744869
GOOGL,1631.1815086590548,5917,9651700.986735627
AAPL,2555.5676331038944,19341,49427233.591862425
TSLA,1604.3562239015257,92123,147798108.41448024
GOOGL,286.28358177285605,63289,18118601.606822286
GOOGL,1578.3277109282085,84908,134012649.27949233
TSLA,2639.9531545973205,22944,60571085.17908092
MSFT,1417.806428161108,75382,106877084.16764064
META,2409.3329455705534,61371,147863172.20261043
AMZN,118.70575235145596,80738,9584065.033351852
MSFT,2850.6399023686745,20191,57557270.26872591
TSLA,2322.4905766886027,90933,211191035.61002472
META,442.1505702608901,99824,44137238.52572309
MSFT,2066.665131966848,97423,201340717.15160623
GOOGL,533.4953771120408,49750,26541395.011324033
META,2442.966763016389,63704,155626754.67119604
META,303.67919200916856,12402,3766229.3392977086
TSLA,659.6832805129835,65677,43326018.81425122
GOOGL,1686.162433694734,56895,95934211.66506189
GOOGL,1205.0750226470834,69793,84105801.0556079
GOOGL,1130.9202298666214,15525,17557536.5686793
META,1111.1834351478792,76951,85506676.51806445
MSFT,306.15574185217986,63847,19547125.650036126
AMZN,556.5502089448261,21054,11717608.099124368
AAPL,1267.5523862009525,89796,113821134.07130073
AMZN,1539.7537257406234,24133,37158876.663298465
AAPL,209.1192343157049,46577,9740146.576722587
TSLA,2661.461168653157,17720,47161091.908533946
AMZN,1538.9741458064227,40822,62824002.58010979
META,169.07053796374748,83395,14099637.51348672
AAPL,1688.9440039528351,79591,134424742.2186101
GOOGL,2190.7070288457103,51359,112512522.29448684
TSLA,956.2765178346584,24102,23048176.632850938
AMZN,2472.6970689589807,54954,135884594.72757182
MSFT,2359.2668758891755,88017,207655592.61513755
TSLA,2668.3141640801823,45839,122312852.96727148
GOOGL,1751.581710105925,82537,144570299.60701272
GOOGL,1173.398769656121,64791,76025679.68478973
META,1076.5850723937947,20290,21843911.118870094
GOOGL,173.8116805365474,5011,870970.3311686391
AAPL,131.86217388393356,75923,10011371.827789888
AMZN,230.72992451131248,4096,945069.7707983359
TSLA,924.7281736003654,67461,62383087.31925425
AMZN,2370.5994996251807,15481,36699250.85369742
META,355.51647227104263,47719,16964890.54030188
AMZN,1161.5347196643256,64148,74510129.19702716
AAPL,1586.2301770301851,67791,107532129.93105328
AAPL,1003.672809023696,4762,4779489.91657084
GOOGL,859.7605469571979,48909,42050028.59112959
AMZN,776.3449765582043,63931,49632510.69634256
META,2682.266598425121,7121,19100420.44738529
AAPL,918.9436471810404,44129,40552064.20645213
META,1692.3279700805022,49573,83893774.46080074
GOOGL,611.0030501078044,7030,4295351.442257864
TSLA,1584.483536216562,22897,36279919.52875062
AAPL,2497.361474489282,39360,98296147.63589814
AAPL,988.5860800202422,39411,38961165.99967776
TSLA,166.15324274300622,34040,5655856.382971931
TSLA,1632.009528952173,9943,16227070.746371455
AAPL,2361.6320428027,16957,40046194.54980539
TSLA,2564.96740667566,96358,247155129.37245327
TSLA,1888.995535537111,12179,23006076.627306476
GOOGL,1031.987739907194,43765,45164943.43703835
AAPL,2220.581613872785,22910,50873524.773825504
TSLA,2977.135495485739,3037,9041560.499790188
GOOGL,1623.5493273138943,42867,69596689.01396471
AAPL,249.257020802814,13627,3396625.422479946
AAPL,2650.534578927655,19812,52512391.0777147
AAPL,1495.9058423347203,91456,136809564.71656418
TSLA,228.62745227403596,72220,16511474.603230877
TSLA,2433.664732317332,5278,12844882.457170878
AMZN,1298.681269408988,70730,91855726.18529773
GOOGL,1803.705462060219,62514,112756843.25523253
AMZN,573.8092507369606,11654,6687173.008088539
META,1428.533598614999,73683,105258641.14674896
GOOGL,797.6889207825228,75481,60210357.429585606
MSFT,963.3550486116784,22938,22097438.10505468
AMZN,211.36707176615045,38187,8071474.369533987
META,2951.5904686516005,85137,251289557.7295913
AAPL,1380.6387219341602,66842,92284653.45152314
META,2721.276388664333,68430,186216943.2763003
MSFT,1024.9694739383726,90591,92853009.61355111
MSFT,1906.812868051217,24131,46013301.31894392
MSFT,1568.4207608115778,28518,44728223.256824575
GOOGL,2941.394019014239,57324,168612470.74597222
TSLA,955.5290338591004,99433,95011118.42371193
TSLA,2744.7825842183693,77766,213450762.44432572
MSFT,2894.933022820858,25411,73563143.04290082
TSLA,2386.409780938183,99071,236424003.4073267
META,1341.5153925176132,95937,128700962.21196227
AAPL,2519.1286761528445,33402,84143936.04085732
TSLA,838.1428502740196,34690,29075175.47600574
GOOGL,2168.785675246582,70972,153923056.94360042
MSFT,2226.237932328828,10541,23466774.044678174
AMZN,1772.6327893205143,82848,146859081.32962596
AAPL,2928.0509580496487,77044,225588758.01197714
AMZN,1026.2791458411912,16596,17032128.704380408
MSFT,1245.60502621586,33526,41760154.10891292
META,577.9820924806266,31664,18301224.97630656
MSFT,2164.6658558814893,68891,149125995.47753167
AMZN,2052.895481794614,18121,37200519.0256002
MSFT,578.1308723583493,96642,55871723.76645559
MSFT,276.0287897319224,97366,26875819.14103836
MSFT,2534.691507980931,57524,145805594.30509508
TSLA,2378.5391894251425,82267,195675283.4964382
META,1378.1887625126328,47192,65039484.08049617
TSLA,2306.775639830393,4987,11503890.115834171
GOOGL,1911.0155896124932,33900,64783428.48786352
AMZN,2717.2089931625305,92835,252252096.8802435
AAPL,309.7504223601772,50806,15737179.958431162
AMZN,916.747089259794,72354,66330318.89630314
AMZN,2366.889927156255,39179,92732380.45605491
GOOGL,2454.56727538356,82293,201993704.7931393
META,2844.407453088234,92584,263346619.63672104
TSLA,2794.8129734606496,60271,168446172.72344682
AAPL,361.2586824733072,43233,15618296.61936849
AAPL,1807.3625689788869,44327,80114960.59512712
GOOGL,2822.959259535145,55658,157120266.4672071
MSFT,1016.6874158070622,43909,44641727.74067229
AMZN,1430.1897176711836,6550,9367742.650746252
AMZN,1299.1091893502326,66672,86614207.87235871
AAPL,2989.974429265289,74379,222391308.07432294
AMZN,1519.4569518056614,74823,113690327.50495501
AAPL,1478.0078802139967,17400,25717337.115723543
TSLA,2923.852602286344,45745,133751637.2915888
TSLA,2956.2145381992727,49319,145797544.80944994
AAPL,217.03044741286817,5958,1293067.4056858686
GOOGL,1990.3041856825373,29693,59098102.18547158
AMZN,2681.442275439134,89510,240015898.0745569
META,1650.2340358737513,12612,20812751.660439752
META,1599.5396303461334,73737,117945253.72283284
AAPL,2199.814173168753,29669,65266286.703743726
GOOGL,2493.050711971729,79222,197504463.50382432
META,2775.80809732979,69751,193615390.5968502
META,387.3181086791608,45442,17600509.494598426
TSLA,2329.2038259528395,30195,70330309.52464598
AMZN,1233.6028247094596,41654,51384492.06044783
AMZN,275.6821688005758,18961,5227209.602627718
TSLA,2140.364030550184,54560,116778261.50681804
MSFT,379.4228960889689,90808,34454634.34804709
AAPL,2434.853882582258,23506,57233675.36397856
GOOGL,696.6046851151355,37120,25857965.91147383
GOOGL,433.52664196843614,93546,40554683.249579325
META,2032.7913169477995,50087,101816418.69196443
META,2633.3254730437848,17370,45740863.466770545
MSFT,2134.9840970438527,25619,54696157.58216646
GOOGL,1338.1380926663985,98395,131666097.62791029
GOOGL,2033.788239698761,58993,119979269.624549
AMZN,887.4415931895471,74561,66168532.629805826
AAPL,2471.189117148645,11529,28490339.331606727
AMZN,153.46690261501976,4355,668348.360888411
TSLA,1939.025532040746,49906,96769008.20202547
META,1998.796526989776,38234,76421986.4129271
AMZN,2798.683382993744,22991,64344529.65840917
MSFT,1601.1998010136729,25798,41307752.46655073
AAPL,2170.20035089663,6102,13242562.541171236
MSFT,2599.512410705306,56450,146742475.58431453
AAPL,933.2670678740342,22280,20793190.272233482
AAPL,2001.7527179039128,86661,173473892.28627098
AAPL,2288.582365612039,57044,130549892.46397316
GOOGL,676.7232399923248,45509,30796997.92881071
META,2546.4265166346936,34208,87108158.2810396
AMZN,1764.9516453372762,37072,65430287.3959435
GOOGL,1725.917489964378,21769,37571497.83903455
META,1137.4620059984145,46344,52714539.20599052
GOOGL,376.5527501832156,2738,1031001.4300016443
AMZN,2107.2705364532167,29786,62767160.19879551
MSFT,1176.686695127068,78225,92046316.7263149
META,1617.3745551718948,10854,17554983.421835747
AAPL,2946.1130044076203,45586,134301507.4189258
MSFT,907.1170128023936,53859,48856415.19252411
MSFT,483.8476890272505,96734,46804522.35036205
META,504.77832388098784,8758,4420848.560549691
TSLA,1183.6898500693296,15619,18488051.76823286
META,2764.430053040949,95987,265349347.5012416
GOOGL,1107.0117273227029,89627,99218140.08475189
AAPL,238.9035955793955,6132,1464956.848092853
AMZN,2137.24476758674,86088,183991127.5520073
MSFT,2225.88230683019,70643,157243003.8014051
TSLA,2417.086689811827,38307,92591339.82662165
TSLA,1594.9255562761557,5093,8122955.858114461
MSFT,1764.2673908178788,38034,67102145.9423672
META,1696.1418578152056,10719,18180944.57392119
META,1394.9829171387405,2839,3960356.501756884
META,1691.9470536524564,42493,71895906.15085383
MSFT,1880.38087908899,48814,91788912.23184995
META,133.77734347511353,40640,5436711.238828613
TSLA,2956.012055866043,44752,132287451.52411714
GOOGL,1346.430575161693,84173,113333100.8030852
META,1840.8658521666223,90629,166835831.3160088
TSLA,640.3178759525941,26357,16876858.256482523
TSLA,2247.55975727117,8173,18369305.896177273
TSLA,1266.6804807614365,96220,121879995.85886541
GOOGL,1232.2121650846743,53429,65835863.768309064
GOOGL,1931.2127136913248,29325,56632812.8289981
META,181.72657885379544,11292,2052056.528417058
GOOGL,841.9516902381945,91189,76776732.68113072
AMZN,2676.701373606444,28579,76497448.55629857
AMZN,2240.496297954445,9573,21448271.0603179
AMZN,2048.8117697386742,19304,39550262.403035365
AMZN,1346.9306962907897,39290,52920907.057265125
AAPL,921.05861843883,74135,68282680.67796266
AAPL,2477.234025324094,14712,36445066.98056807
META,2107.076842005512,80915,170494122.670876
AAPL,1870.2668901952345,96785,181013780.96754578
MSFT,128.14990650669046,84989,10891332.404097116
AAPL,697.4717874694256,71902,50149616.46262664
META,797.4860198485923,77395,61721430.5061818
MSFT,167.85666786325112,21123,3545636.3952754536
TSLA,1243.2543686643194,65446,81366025.41160505
AAPL,2333.0972618116416,36310,84714761.5763807
GOOGL,1180.9687369148064,97004,114558691.35568388
META,1580.0724082679303,68288,107899984.61580043
AMZN,1284.8400312482918,72989,93779189.04078157
MSFT,656.3711685691196,19779,12982365.343128618
META,2570.7868765650164,41808,107479457.73543021
TSLA,2852.360116859373,77901,222201705.46346202
AAPL,2392.770955601227,33234,79521349.93845117
AMZN,1212.5315446621717,98135,118991783.13542221
GOOGL,2522.0700510834927,15110,38108478.47187158
TSLA,2571.9554438212604,54985,141418970.078512
META,723.9707197384192,63413,45909155.25077238
GOOGL,888.5432022244615,25883,22998163.70317574
AAPL,1070.483036744644,51408,55031391.952968664
MSFT,2200.7371493231094,18873,41534512.21917504
TSLA,825.4000815867353,28562,23575077.130280335
AAPL,1378.4465286308289,80427,110864318.95819168
AAPL,187.2637151131122,18959,3550332.7748294943
MSFT,1407.1187316905105,58044,81674799.66224399
MSFT,560.4577115852181,23274,13044092.779434366
AAPL,514.4976299208743,50951,26214168.742098466
MSFT,859.2662930902949,25271,21714518.49268484
TSLA,2259.157982282268,93670,211615328.20038006
MSFT,1343.2047591653336,91889,123425742.11494334
TSLA,2047.201149558575,47418,97074184.10976851
AAPL,2744.4426611109234,55756,153019145.01290065
AMZN,1892.6603015684775,5695,10778700.41743248
AAPL,1694.424738831248,17721,30026900.796828546
META,1635.5357063800714,80955,132404793.10999867
AAPL,1879.6345664203852,15915,29914384.12458043
AAPL,2686.045874794879,20429,54873231.17618459
TSLA,2302.8299275985264,43377,99889853.76944128
AMZN,2098.3531774975145,82398,172900105.1194402
MSFT,812.4522126508858,45112,36651344.21710676
GOOGL,1357.256086970031,65747,89235515.95001863
TSLA,1313.616068647586,16319,21436900.624259956
AAPL,2960.704325815569,69058,204460319.33217156
META,133.8596541531915,43009,5757169.865474613
AAPL,2466.796257423599,5835,14393756.1620667
GOOGL,1665.1119108285006,35017,58307223.78148161
MSFT,2782.8671775534444,9752,27138520.71550119
AMZN,1959.91535396987,41004,80364369.17418055
META,886.3774682980818,84297,74718961.4451234
AAPL,365.6598230431409,24566,8982799.212877799
GOOGL,1942.6290249144697,13504,26233262.352445
META,2476.374890344528,2009,4975037.154702157
META,193.20618438172403,33903,6550269.26909359
AAPL,863.5690961640983,29914,25832805.942652836
GOOGL,1958.858190985781,34508,67596278.45453733
MSFT,2714.5532768608105,82665,224398546.6316989
GOOGL,1269.5433201141457,97867,124246396.1096111
AAPL,449.562483825806,17464,7851159.217533876
TSLA,1980.554558734748,73674,145915376.56022382
META,574.8056447268275,64856,37279594.89440312
MSFT,2714.64509016783,58606,159094490.15437585
GOOGL,2661.471396711857,67504,179659965.1636372
TSLA,313.32707777385605,34270,10737718.955310047
AMZN,2286.4679729105383,31857,72840010.21301101
AMZN,1083.167864972285,29937,32426796.373675298
GOOGL,108.5276884669734,2261,245381.10362382687
MSFT,1623.636040850703,8566,13908066.325927122
AAPL,2396.623999780619,25816,61871245.178336464
AMZN,759.5347638768104,26610,20211220.066761926
TSLA,1597.3917258989595,9075,14496329.912533058
TSLA,186.37253986255664,8862,1651633.448261977
TSLA,688.973360474941,2890,1991133.0117725795
AMZN,854.5836862128035,12717,10867740.737568222
GOOGL,406.1112326651256,18816,7641388.953827004
META,2545.586439221033,26046,66302344.39595102
AMZN,1759.5315147525464,18690,32885644.010725092
MSFT,2402.43835722892,5210,12516703.841162672
MSFT,734.0400324661941,8616,6324488.919728729
GOOGL,917.9958420486894,97442,89451350.8409084
TSLA,2179.294272530284,77067,167951671.7010914
AMZN,863.9709368723321,70378,60804546.59520099
GOOGL,2170.360174791941,31771,68954513.11331476
META,2236.603631300951,38953,87122421.25006594
AAPL,371.04873349750886,37999,14099480.82417184
MSFT,2250.8171807844174,54586,122863106.63029821
AAPL,185.77881974281397,25300,4700204.1394931935
AAPL,2355.239622734358,81912,192922387.97741672
META,360.8229285637613,84672,30551599.0073508
AMZN,234.98805549491203,34845,8188158.79372021
META,1648.5787110291064,31932,52642415.40058143
GOOGL,1493.5341974240314,8908,13304402.630653271
AAPL,2327.2310977984566,45673,106291625.92974891
AAPL,771.9129684357836,59031,45566794.43973274
TSLA,2793.732141112498,62962,175898963.0687251
TSLA,2477.1773657764898,91629,226981284.848734
AAPL,1281.6547268697364,90233,115647550.96963692
AMZN,2873.5937793786084,8262,23741631.80522606
AAPL,867.8383338039687,61431,53312176.6839116
MSFT,829.4199353624676,63206,52424316.43452013
GOOGL,940.2551055991978,11670,10972777.082342638
AMZN,1897.6796191354613,82555,156662940.957728
META,665.3482163137826,95975,63856795.06071528
TSLA,2661.7121575625806,25117,66854224.26149934
META,1858.240849855388,58725,109125193.90775765
GOOGL,2847.0892839051944,66966,190658180.98599526
MSFT,2693.91925047456,69248,186548520.25686234
AMZN,1537.7463954045502,33817,52001969.85339567
AMZN,1021.7191811873251,62904,64270223.3734075
AMZN,2705.6498944730165,56832,153767494.80269048
TSLA,2895.9945026562027,60084,174002933.6975953
META,2608.480217986028,34761,90673380.85741232
GOOGL,2226.944624333261,2468,5496099.332854488
MSFT,1223.637027609219,75749,92689281.20437074
META,1790.5631229473015,86444,154783438.60005653
AAPL,2813.066706899508,33053,92980293.86314943
AAPL,2034.9920125040385,41377,84201864.5013796
AAPL,958.126700986176,25645,24571159.246790484
GOOGL,1642.862887296194,5007,8225814.476692043
AMZN,2911.843411061335,43847,127675598.04480635
MSFT,912.3835442471976,54376,49611767.60198562
META,2324.5021190557136,34420,80009362.93789767
TSLA,2542.466525257072,20557,52265484.359709635
META,1635.1224110187688,57494,94009727.89911309
AMZN,161.4539403743379,55233,8917585.488695804
TSLA,2849.3245673767838,41023,116887841.7274978
AMZN,2067.4998466960733,95956,198389015.2895684
AAPL,2409.8687198416183,40639,97934654.90564352
AMZN,2344.829356779319,46084,108059116.07781813
AAPL,2146.5929362867378,91319,196024720.3487686
AAPL,1563.6962480792029,55709,87111954.28424431
MSFT,257.7242025856035,18748,4831813.350074895
MSFT,2930.5204872745567,77815,228038451.71726963
META,1922.8675657461065,53466,102808037.27018133
TSLA,2276.783985823995,90701,206506584.29822215
TSLA,821.820152161075,36132,29694005.737883963
GOOGL,292.0383079175133,2658,776237.8224447503
GOOGL,619.7415785119925,56048,34735275.99244016
TSLA,1180.124693121527,53924,63637043.951885216
MSFT,174.48764970744824,80425,14033169.227721525
AAPL,1196.5259497306497,63646,76154090.59655693
GOOGL,311.2773923188745,4279,1331955.961732464
MSFT,1940.4357460155404,96657,187556697.9026241
AAPL,1007.8677227082342,38505,38807946.662880555
META,2069.903893106213,89296,184834138.03881243
GOOGL,1821.031168656801,46695,85033050.42042932
MSFT,873.5096064855167,20391,17811734.38584617
TSLA,1243.7709210875469,11516,14323265.92724419
MSFT,2145.936551339245,87172,187065581.05334467
META,1853.5452655410877,4424,8200084.254753772
GOOGL,637.347299449473,7840,4996802.827683868
AAPL,1832.6676587095903,13127,24057428.355880793
GOOGL,1377.418004330872,66697,91869648.63485616
AMZN,2624.346774708827,70979,186273509.72205785
META,126.63072942962512,67583,8558084.587042354
TSLA,2638.016632121933,19993,52741866.52601381
AMZN,2140.957401633282,54949,117643468.26234722
GOOGL,1395.8603067403317,12717,17751155.5208168
GOOGL,2216.250126646431,57171,126705235.9905031
MSFT,518.43482687028,94301,48888922.60869427
MSFT,1614.512391773932,87687,141571748.09748077
